"gene" "CHROM" "Parallelism" "isShifting" "isPartiallyParallel" "isFullyParallel" "Parallel_category" "Annotation" "Putative_impact" "logFC" "abs_logFC" "significant_sg_pool" "highest_sg_pool" "significant_de_pool" "highest_de_pool" "common_pool" "hub_gene" "module_gene" "gene_chr" "gene_start" "gene_end" "net_selection" "direct_selection" "diff_selection" "log_net_selection" "log_direct_selection" "eQTL_carrier" "eQTL_carrier_category" "eQTL_phenotype" "eQTL_phenotype_category" "hub_gene_category" "Pleiotropy" "Pleiotropy_category" "Connectivity" "Connectivity_category"
"TC004017" "TC004017" "ChLG3" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.108176805131361 0.108176805131361 0 0 0 0 0 0 1 "ChLG3" 37474648 37475076 0.179169175417956 1.04e-05 0.179158775417956 -0.746736705038735 -4.98296666070122 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004115" "TC004115" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.265272842284986 0.265272842284986 0 0 0 0 0 0 1 "ChLGX" 2611056 2613678 -0.072393892189832 -0.000187844822895 -0.072206047366937 -1.14029807330765 -3.72620076982666 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004116" "TC004116" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0038394051002159 0.0038394051002159 0 0 0 0 0 0 1 "ChLGX" 2602791 2605048 0.028936941226845 7.81e-05 0.028858841226845 -1.53854737779575 -4.1073489661227 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004120" "TC004120" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.32400524705547 0.32400524705547 0 0 0 0 0 0 1 "ChLGX" 2521559 2522804 -0.172360758519043 -9.7e-05 -0.172263758519043 -0.763561603351888 -4.01322826573375 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004121" "TC004121" "ChLGX" 5 1 1 1 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0476268522464139 0.0476268522464139 0 0 0 0 0 0 1 "ChLGX" 2513221 2516266 -1.90559997677592 -2.23e-06 -1.90559774677592 0.280031738845834 -5.65169513695184 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004122" "TC004122" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0383900433807576 0.0383900433807576 0 0 0 0 0 0 1 "ChLGX" 2496182 2497930 -3.19e-05 1.19e-05 -4.38e-05 -4.49620931694282 -4.92445303860747 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004123" "TC004123" "ChLGX" 0 0 0 0 "No shift" "upstream_gene_variant" "MODIFIER" 0.0317660713334237 0.0317660713334237 0 1 0 0 1 0 1 "ChLGX" 2492942 2493218 0.202252854670804 4.34e-05 0.202209454670804 -0.694105339881186 -4.36251027048749 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004125" "TC004125" "ChLGX" 6 1 1 1 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.238108893251898 0.238108893251898 0 0 0 0 0 0 1 "ChLGX" 2406474 2407655 -0.003081839837104 3.38e-06 -0.003085219837104 -2.51118993527022 -5.47108329972234 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC004126" "TC004126" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.180211256503054 0.180211256503054 0 0 0 0 0 0 1 "ChLGX" 2387970 2398345 -0.019779120534582 -5.67e-05 -0.019722420534582 -1.70379302292435 -4.24641694110709 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004130" "TC004130" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0774117094271308 0.0774117094271308 0 0 0 0 0 1 0 "ChLGX" 2270524 2272340 -0.040009588231351 5.03e-05 -0.040059888231351 -1.3978359182479 -4.29843201494407 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004131" "TC004131" "ChLGX" 4 1 1 0 "Partial/full parallelism" "missense_variant&splice_region_variant" "MODERATE" 0.214100694955859 0.214100694955859 0 0 1 0 1 0 1 "ChLGX" 2265393 2266226 0.304836667887272 1.18e-05 0.304824867887272 -0.515932794211367 -4.92811799269387 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004132" "TC004132" "ChLGX" 0 0 0 0 "No shift" "upstream_gene_variant" "MODIFIER" -0.0893938443066655 0.0893938443066655 0 0 0 0 0 0 1 "ChLGX" 2223680 2224306 0.099570279140345 1.52e-05 0.099555079140345 -1.00187027534696 -4.81815641205523 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004133" "TC004133" "ChLGX" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.0760492226255415 0.0760492226255415 0 0 0 0 0 0 1 "ChLGX" 2207478 2217498 -0.113066976335876 -2.6e-05 -0.113040976335876 -0.946664221682351 -4.58502665202918 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004134" "TC004134" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.205474038270782 0.205474038270782 0 0 0 0 0 0 1 "ChLGX" 2217845 2222256 -0.021665084593677 8.29e-07 -0.021665913593677 -1.6642396108763 -6.08144546944973 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004141" "TC004141" "ChLGX" 0 0 0 0 "No shift" "missense_variant" "MODERATE" 0.0993187171354515 0.0993187171354515 0 0 0 0 0 0 1 "ChLGX" 2371593 2376836 -0.031800249205954 -1.83e-06 -0.031798419205954 -1.49756947660844 -5.73754891026957 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004144" "TC004144" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0957784094577491 0.0957784094577491 0 0 0 0 0 0 1 "ChLGX" 2430941 2437541 -0.153149868457969 -1.04e-05 -0.153139468457969 -0.814883371877342 -4.98296666070122 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC004145" "TC004145" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.102105720344489 0.102105720344489 0 0 0 0 0 0 1 "ChLGX" 2440118 2443865 -0.345261499179068 -1.85e-05 -0.345242999179068 -0.461851848022757 -4.73282827159699 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004148" "TC004148" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.124948233964252 0.124948233964252 0 0 0 0 0 1 0 "ChLGX" 2453578 2471661 -0.09353345742952 1.45e-05 -0.09354795742952 -1.02903301182361 -4.83863199776502 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004149" "TC004149" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0791803122426422 0.0791803122426422 0 0 0 0 0 0 1 "ChLGX" 2481526 2488968 -0.701795440514584 -1.06e-05 -0.701784840514584 -0.153789457673461 -4.97469413473523 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC004151" "TC004151" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0241204378551174 0.0241204378551174 0 0 0 0 0 0 1 "ChLGX" 2494048 2495955 -0.052820469655978 -5.77e-05 -0.052762769655978 -1.27719774155975 -4.23882418684427 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004152" "TC004152" "ChLGX" 4 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0605098259126046 0.0605098259126046 0 0 0 0 0 0 1 "ChLGX" 2499318 2512282 -0.217750409353416 9.3e-06 -0.217759709353416 -0.662041019880517 -5.03151705144607 0 "Other" 1 "eQTL phenotype" "Other" 0 "Non-eQTL carrier" 2 "Low connectivity"
"TC004160" "TC004160" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.059046330766027 0.059046330766027 0 0 0 0 0 0 1 "ChLGX" 2600540 2602664 0.019687738786243 -5.11e-06 0.019692848786243 -1.70580416141648 -5.29157909986529 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004311" "TC004311" "ChLG9" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0963005179624573 0.0963005179624573 0 0 0 0 0 0 1 "ChLG9" 2933738 2963975 -0.328101997283751 -6.19e-05 -0.328040097283751 -0.483991125887431 -4.20830935097988 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004314" "TC004314" "ChLG9" 0 0 0 0 "No shift" "synonymous_variant" "LOW" 0.01162088618297 0.01162088618297 0 0 0 0 0 0 1 "ChLG9" 2904838 2906483 0.026301429608624 4.31e-06 0.026297119608624 -1.58002064488428 -5.36552272983927 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004380" "TC004380" "ChLG10" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.00378675354519942 0.00378675354519942 0 0 0 0 0 0 1 "ChLG10" 11123260 11127572 -0.064685688512809 2.31e-06 -0.064687998512809 -1.18919179487121 -5.63638802010786 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004428" "TC004428" "ChLG2" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0743492857259243 0.0743492857259243 0 0 0 0 0 0 1 "ChLG2" 6793199 6800154 -0.043814398256753 1.48e-06 -0.043815878256753 -1.35838314849356 -5.82973828460504 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004462" "TC004462" "ChLG2" 4 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.200980723069878 0.200980723069878 0 0 0 0 0 0 1 "ChLG2" 5948415 5949538 -0.430969194524997 -1.55e-09 -0.430969192974997 -0.365553771894824 -8.80966830182971 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004471" "TC004471" "ChLG2" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" NA NA 0 0 0 0 0 0 0 "ChLG2" 5775086 5779721 NA NA NA NA NA 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004478" "TC004478" "ChLG2" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" 0.166413755208429 0.166413755208429 0 0 0 0 0 0 1 "ChLG2" 5520521 5521472 0.146424439458968 -3.27e-07 0.146424766458968 -0.834386429859969 -6.48545224733971 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004493" "TC004493" "ChLG2" 5 1 1 1 "Partial/full parallelism" "synonymous_variant" "LOW" -0.115751569905035 0.115751569905035 0 0 0 0 0 0 1 "ChLG2" 4990512 4994523 -0.016376650659585 -1.04e-05 -0.016366250659585 -1.78577491507847 -4.98296666070122 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004497" "TC004497" "ChLG2" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.00490904655652116 0.00490904655652116 0 0 0 0 0 0 1 "ChLG2" 4948357 4955465 -0.244283490891639 -2.05e-05 -0.244262990891639 -0.612105882420469 -4.68824613894425 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004549" "TC004549" "ChLG2" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.205722696558631 0.205722696558631 0 0 0 0 0 0 1 "ChLG2" 343569 344364 0.009630812960915 -1.12e-05 0.009642012960915 -2.01633705144894 -4.95078197732982 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004579" "TC004579" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.144227149173899 0.144227149173899 0 0 0 0 0 0 1 "ChLGX" 9302193 9307033 -0.002433513388959 5.25e-06 -0.002438763388959 -2.61376625996701 -5.27984069659404 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004581" "TC004581" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0325401546823178 0.0325401546823178 0 0 0 0 0 0 1 "ChLGX" 9250548 9255936 -0.097460235889637 -5.6e-06 -0.097454635889637 -1.01117254180098 -5.2518119729938 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004583" "TC004583" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0462457316792286 0.0462457316792286 0 0 0 0 0 1 0 "ChLGX" 9123639 9134292 -0.134089493464103 -2.09e-05 -0.134068593464103 -0.872605249809272 -4.67985371388895 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004591" "TC004591" "ChLGX" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.0192470841798267 0.0192470841798267 0 0 0 0 0 0 1 "ChLGX" 8971252 8985215 0.003278331402219 0.000141712579716 0.003136618822503 -2.48434714628715 -3.84859159605636 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004594" "TC004594" "ChLGX" 4 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0340715654425702 0.0340715654425702 0 0 0 0 0 0 1 "ChLGX" 8912213 8927608 -0.00713083475351 5.1e-05 -0.00718183475351 -2.14685962756426 -4.29242982390206 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004599" "TC004599" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.158398369112907 0.158398369112907 0 0 0 0 0 0 1 "ChLGX" 8749217 8750179 -0.122975496519463 -0.000135015664818 -0.122840480854645 -0.910181415280299 -3.86961584076911 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004600" "TC004600" "ChLGX" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" 0.0370404405878898 0.0370404405878898 0 0 0 0 0 0 1 "ChLGX" 8725591 8737006 -0.052936090485435 -7.76e-06 -0.052928330485435 -1.2762481360097 -5.11013827874181 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004615" "TC004615" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0822507697288978 0.0822507697288978 0 0 0 0 0 0 1 "ChLGX" 8469558 8473808 -0.766075290352545 4.85e-07 -0.766075775352545 -0.115728545539982 -6.31425826139774 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004616" "TC004616" "ChLGX" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.00687752859750547 0.00687752859750547 0 0 0 0 0 0 1 "ChLGX" 8461221 8465218 0.011503722664846 2.14e-05 0.011482322664846 -1.93916159693502 -4.66958622665081 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004619" "TC004619" "ChLGX" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.0439635651954114 0.0439635651954114 0 0 0 0 0 0 1 "ChLGX" 8427221 8430371 -0.052403586136131 6.26e-06 -0.052409846136131 -1.28063899191242 -5.20342566678957 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004631" "TC004631" "ChLGX" 6 1 1 1 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0119216248086981 0.0119216248086981 0 0 0 0 0 0 1 "ChLGX" 4965479 4973667 -0.125203738852069 5.23e-06 -0.125208968852069 -0.902382701967622 -5.28149831113273 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004637" "TC004637" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0858995571044234 0.0858995571044234 0 0 0 0 0 0 1 "ChLGX" 5637089 5641879 -0.010810868160472 -1.47e-05 -0.010796168160472 -1.96613942888081 -4.83268266525182 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004638" "TC004638" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0820630602587553 0.0820630602587553 0 0 0 0 0 0 1 "ChLGX" 5631574 5632604 -0.050511693786935 -4.77e-05 -0.050463993786935 -1.29660806823313 -4.32148162095989 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004639" "TC004639" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0330453040606615 0.0330453040606615 0 0 0 0 0 0 1 "ChLGX" 5629753 5631139 0.101574399958758 4.18e-05 0.101532599958758 -0.993215734547896 -4.37882371822496 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004645" "TC004645" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0601233561181113 0.0601233561181113 0 0 0 0 0 0 1 "ChLGX" 5474564 5508572 -0.170002610368015 -7.53e-06 -0.169995080368015 -0.769544410035132 -5.1232050237993 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004658" "TC004658" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0192169458869956 0.0192169458869956 0 0 0 0 0 0 1 "ChLGX" 1190080 1191372 0.177691053008012 9e-07 0.177690153008012 -0.750334438976194 -6.04575749056067 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004661" "TC004661" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.560456348078945 0.560456348078945 0 0 0 0 0 0 1 "ChLGX" 1088191 1090460 0.392140212316124 1.46e-05 0.392125612316124 -0.406558620358458 -4.83564714421556 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004663" "TC004663" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0816477529090645 0.0816477529090645 0 0 0 0 0 0 1 "ChLGX" 1083459 1085578 0.00073817876816 6.32e-05 0.00067497876816 -3.13183845033998 -4.19928292171762 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004664" "TC004664" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.14279344824263 0.14279344824263 0 0 0 0 0 0 1 "ChLGX" 227591 229854 0.01506881557859 3.43e-05 0.01503451557859 -1.82192088225058 -4.46470587995723 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004667" "TC004667" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0461429182268545 0.0461429182268545 0 0 0 0 0 0 1 "ChLGX" 181961 185116 0.019015734168233 1.44e-05 0.019001334168233 -1.7208869024871 -4.84163750790475 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004671" "TC004671" "ChLGX" 4 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.00205769096902148 0.00205769096902148 0 0 0 0 0 0 1 "ChLGX" 144286 149562 1.54833960289518 7.01e-07 1.54833890189518 0.189866222165822 -6.15428198203334 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004672" "TC004672" "ChLGX" 2 1 1 0 "Partial/full parallelism" "splice_region_variant&intron_variant" "LOW" -0.133373571844963 0.133373571844963 0 0 0 0 0 0 1 "ChLGX" 135907 137941 0.080795735515679 3.17e-05 0.080764035515679 -1.0926115611423 -4.49894073778225 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004674" "TC004674" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.283360048259481 0.283360048259481 0 0 0 0 0 0 1 "ChLGX" 110334 111893 0.083686550339972 6.45e-06 0.083680100339972 -1.07734433391218 -5.19044028536473 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004675" "TC004675" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0506261948547266 0.0506261948547266 0 0 0 0 0 0 1 "ChLGX" 101751 104984 -0.018756735827685 -4.17e-06 -0.018752565827685 -1.72684273820474 -5.37986394502624 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004676" "TC004676" "ChLGX" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.161038501398035 0.161038501398035 0 0 0 0 0 0 1 "ChLGX" 88838 100463 -1.02983181192665 -8.48e-07 -1.02983096392665 0.0127663032329266 -6.07160414774329 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004679" "TC004679" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0945734228106041 0.0945734228106041 0 0 0 0 0 0 1 "ChLGX" 70170 73134 -0.097527074984906 4.26e-06 -0.097531334984906 -1.01087480087356 -5.37059040089728 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004680" "TC004680" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.126743455549105 0.126743455549105 0 0 0 0 0 0 1 "ChLGX" 68257 68494 0.460470909486495 1.22e-07 0.460470787486495 -0.336797801403197 -6.91364016932525 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004683" "TC004683" "ChLGX" 4 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0216313324298843 0.0216313324298843 0 0 0 0 0 0 1 "ChLGX" 28329 32395 -0.066179383926133 -1.38e-05 -0.066165583926133 -1.17927728007019 -4.86012091359876 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004684" "TC004684" "ChLGX" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.00762222930058981 0.00762222930058981 0 0 0 0 0 0 1 "ChLGX" 7559 15671 -0.077907478890636 -7.83e-05 -0.077829178890636 -1.10842084932323 -4.10623823794206 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004686" "TC004686" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.242115665360373 0.242115665360373 0 0 0 0 0 0 1 "ChLGX" 33086 35027 -0.013796226861383 1.1e-05 -0.013807226861383 -1.86023967282619 -4.95860731484177 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004690" "TC004690" "ChLGX" 2 1 1 0 "Partial/full parallelism" "downstream_gene_variant" "MODIFIER" 0.00361419627255813 0.00361419627255813 0 0 0 0 0 0 1 "ChLGX" 85263 88507 0.099018738439725 7.68e-05 0.098941938439725 -1.00428261115093 -4.11463877996849 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004694" "TC004694" "ChLGX" 3 1 1 0 "Partial/full parallelism" "downstream_gene_variant" "MODIFIER" 0.0397498835751851 0.0397498835751851 0 0 0 0 0 0 1 "ChLGX" 140590 143901 0.047180838651055 0.000198681534675 0.04698215711638 -1.32623434369018 -3.70184249404469 0 "Other" 1 "eQTL phenotype" "Other" 0 "Non-eQTL carrier" 1 "Low connectivity"
"TC004695" "TC004695" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.036430748858825 0.036430748858825 0 0 0 0 0 0 1 "ChLGX" 156442 158063 0.015699046973999 -4.23e-05 0.015741346973999 -1.80412671106185 -4.37365963262496 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004696" "TC004696" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.075674289875751 0.075674289875751 1 0 0 0 1 0 1 "ChLGX" 159464 164638 -0.088980915024796 -1.1e-05 -0.088969915024796 -1.05070313254868 -4.95860731484177 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004697" "TC004697" "ChLGX" 5 1 1 1 "Partial/full parallelism" "synonymous_variant" "LOW" -0.059385264586027 0.059385264586027 0 0 0 0 0 0 1 "ChLGX" 171858 179834 -0.268749564727646 -1.93e-05 -0.268730264727646 -0.570652230468095 -4.71444269099223 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004698" "TC004698" "ChLGX" 5 1 1 1 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0533837430054629 0.0533837430054629 0 0 0 0 0 0 1 "ChLGX" 186166 207649 0.071971987351577 3.97e-06 0.071968017351577 -1.14283650503924 -5.40120949323688 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004700" "TC004700" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0113620579282667 0.0113620579282667 0 0 0 0 0 0 1 "ChLGX" 216875 223093 0.045949726317337 0.000129153974538 0.045820572342799 -1.33771707098569 -3.8888922244627 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004703" "TC004703" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.158098478170796 0.158098478170796 0 0 0 0 0 0 1 "ChLGX" 1081371 1082523 0.339244006661611 2.66e-06 0.339241346661611 -0.469487816171637 -5.57511836336893 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC004704" "TC004704" "ChLGX" 0 0 0 0 "No shift" "upstream_gene_variant" "MODIFIER" 0.412834165014022 0.412834165014022 0 0 0 0 0 0 1 "ChLGX" 1187909 1188549 0.034956071895842 -9.93e-06 0.034966001895842 -1.45647737608935 -5.00305075150462 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
